sample_name,source_name,Strain,sex,age
DGRP_Line_799_Female_SAMN09739126,DGRP Line 799 Female,DGRP_799,female,3-5 days old
DGRP_Line_799_Male_SAMN09739124,DGRP Line 799 Male,DGRP_799,male,3-5 days old
DGRP_Line_799_Male_SAMN09739123,DGRP Line 799 Male,DGRP_799,male,3-5 days old
DGRP_Line_801_Male_SAMN09739120,DGRP Line 801 Male,DGRP_801,male,3-5 days old
DGRP_Line_805_Female_SAMN09739016,DGRP Line 805 Female,DGRP_805,female,3-5 days old
DGRP_Line_805_Male_SAMN09739008,DGRP Line 805 Male,DGRP_805,male,3-5 days old
DGRP_Line_808_Female_SAMN09739007,DGRP Line 808 Female,DGRP_808,female,3-5 days old
DGRP_Line_808_Male_SAMN09739004,DGRP Line 808 Male,DGRP_808,male,3-5 days old
DGRP_Line_810_Female_SAMN09739003,DGRP Line 810 Female,DGRP_810,female,3-5 days old
DGRP_Line_818_Female_SAMN09739061,DGRP Line 818 Female,DGRP_818,female,3-5 days old
DGRP_Line_818_Male_SAMN09739060,DGRP Line 818 Male,DGRP_818,male,3-5 days old
DGRP_Line_819_Female_SAMN09739058,DGRP Line 819 Female,DGRP_819,female,3-5 days old
DGRP_Line_819_Male_SAMN09739056,DGRP Line 819 Male,DGRP_819,male,3-5 days old
DGRP_Line_819_Male_SAMN09738957,DGRP Line 819 Male,DGRP_819,male,3-5 days old
DGRP_Line_820_Male_SAMN09738951,DGRP Line 820 Male,DGRP_820,male,3-5 days old
DGRP_Line_821_Female_SAMN09738950,DGRP Line 821 Female,DGRP_821,female,3-5 days old
DGRP_Line_822_Female_SAMN09738948,DGRP Line 822 Female,DGRP_822,female,3-5 days old
DGRP_Line_822_Male_SAMN09738945,DGRP Line 822 Male,DGRP_822,male,3-5 days old
DGRP_Line_832_Male_SAMN09738995,DGRP Line 832 Male,DGRP_832,male,3-5 days old
DGRP_Line_832_Male_SAMN09738994,DGRP Line 832 Male,DGRP_832,male,3-5 days old
DGRP_Line_837_Female_SAMN09738993,DGRP Line 837 Female,DGRP_837,female,3-5 days old
DGRP_Line_843_Female_SAMN09738989,DGRP Line 843 Female,DGRP_843,female,3-5 days old
DGRP_Line_843_Female_SAMN09738988,DGRP Line 843 Female,DGRP_843,female,3-5 days old
DGRP_Line_843_Male_SAMN09738986,DGRP Line 843 Male,DGRP_843,male,3-5 days old
DGRP_Line_85_Female_SAMN09738980,DGRP Line 85 Female,DGRP_85,female,3-5 days old
DGRP_Line_85_Male_SAMN09738979,DGRP Line 85 Male,DGRP_85,male,3-5 days old
DGRP_Line_85_Male_SAMN09738978,DGRP Line 85 Male,DGRP_85,male,3-5 days old
DGRP_Line_850_Female_SAMN09738976,DGRP Line 850 Female,DGRP_850,female,3-5 days old
DGRP_Line_850_Male_SAMN09738975,DGRP Line 850 Male,DGRP_850,male,3-5 days old
DGRP_Line_852_Female_SAMN09738973,DGRP Line 852 Female,DGRP_852,female,3-5 days old
DGRP_Line_853_Male_SAMN09739031,DGRP Line 853 Male,DGRP_853,male,3-5 days old
DGRP_Line_861_Male_SAMN09739117,DGRP Line 861 Male,DGRP_861,male,3-5 days old
DGRP_Line_882_Female_SAMN09739105,DGRP Line 882 Female,DGRP_882,female,3-5 days old
DGRP_Line_882_Male_SAMN09739111,DGRP Line 882 Male,DGRP_882,male,3-5 days old
DGRP_Line_890_Female_SAMN09739104,DGRP Line 890 Female,DGRP_890,female,3-5 days old
DGRP_Line_890_Male_SAMN09739101,DGRP Line 890 Male,DGRP_890,male,3-5 days old
DGRP_Line_894_Female_SAMN09739158,DGRP Line 894 Female,DGRP_894,female,3-5 days old
DGRP_Line_894_Male_SAMN09739156,DGRP Line 894 Male,DGRP_894,male,3-5 days old
DGRP_Line_907_Male_SAMN09739145,DGRP Line 907 Male,DGRP_907,male,3-5 days old
DGRP_Line_911_Female_SAMN09739135,DGRP Line 911 Female,DGRP_911,female,3-5 days old
DGRP_Line_913_Male_SAMN09739129,DGRP Line 913 Male,DGRP_913,male,3-5 days old
DGRP_Line_93_Male_SAMN09739162,DGRP Line 93 Male,DGRP_93,male,3-5 days old
DGRP_Line_93_Male_SAMN09739161,DGRP Line 93 Male,DGRP_93,male,3-5 days old
DGRP_Line_101_Female_SAMN09738655,DGRP Line 101 Female,DGRP_101,female,3-5 days old
DGRP_Line_101_Male_SAMN09738704,DGRP Line 101 Male,DGRP_101,male,3-5 days old
DGRP_Line_105_Male_SAMN09738700,DGRP Line 105 Male,DGRP_105,male,3-5 days old
DGRP_Line_109_Female_SAMN09738699,DGRP Line 109 Female,DGRP_109,female,3-5 days old
DGRP_Line_109_Male_SAMN09738697,DGRP Line 109 Male,DGRP_109,male,3-5 days old
DGRP_Line_109_Male_SAMN09738696,DGRP Line 109 Male,DGRP_109,male,3-5 days old
DGRP_Line_129_Male_SAMN09738692,DGRP Line 129 Male,DGRP_129,male,3-5 days old
DGRP_Line_138_Male_SAMN09738684,DGRP Line 138 Male,DGRP_138,male,3-5 days old
DGRP_Line_142_Female_SAMN09738729,DGRP Line 142 Female,DGRP_142,female,3-5 days old
DGRP_Line_142_Male_SAMN09738728,DGRP Line 142 Male,DGRP_142,male,3-5 days old
DGRP_Line_149_Female_SAMN09738725,DGRP Line 149 Female,DGRP_149,female,3-5 days old
DGRP_Line_149_Male_SAMN09738724,DGRP Line 149 Male,DGRP_149,male,3-5 days old
DGRP_Line_153_Female_SAMN09738722,DGRP Line 153 Female,DGRP_153,female,3-5 days old
DGRP_Line_158_Female_SAMN09738717,DGRP Line 158 Female,DGRP_158,female,3-5 days old
DGRP_Line_158_Male_SAMN09738715,DGRP Line 158 Male,DGRP_158,male,3-5 days old
DGRP_Line_189_Female_SAMN09738440,DGRP Line 189 Female,DGRP_189,female,3-5 days old
DGRP_Line_189_Male_SAMN09738437,DGRP Line 189 Male,DGRP_189,male,3-5 days old
DGRP_Line_195_Female_SAMN09738435,DGRP Line 195 Female,DGRP_195,female,3-5 days old
DGRP_Line_208_Female_SAMN09738681,DGRP Line 208 Female,DGRP_208,female,3-5 days old
DGRP_Line_208_Female_SAMN09738680,DGRP Line 208 Female,DGRP_208,female,3-5 days old
DGRP_Line_208_Male_SAMN09738678,DGRP Line 208 Male,DGRP_208,male,3-5 days old
DGRP_Line_21_Female_SAMN09738676,DGRP Line 21 Female,DGRP_21,female,3-5 days old
DGRP_Line_228_Male_SAMN09738393,DGRP Line 228 Male,DGRP_228,male,3-5 days old
DGRP_Line_233_Female_SAMN09738388,DGRP Line 233 Female,DGRP_233,female,3-5 days old
DGRP_Line_235_Female_SAMN09738383,DGRP Line 235 Female,DGRP_235,female,3-5 days old
DGRP_Line_256_Male_SAMN09738422,DGRP Line 256 Male,DGRP_256,male,3-5 days old
DGRP_Line_26_Female_SAMN09738421,DGRP Line 26 Female,DGRP_26,female,3-5 days old
DGRP_Line_28_Male_SAMN09738354,DGRP Line 28 Male,DGRP_28,male,3-5 days old
DGRP_Line_280_Female_SAMN09738352,DGRP Line 280 Female,DGRP_280,female,3-5 days old
DGRP_Line_280_Male_SAMN09738351,DGRP Line 280 Male,DGRP_280,male,3-5 days old
DGRP_Line_280_Male_SAMN09738350,DGRP Line 280 Male,DGRP_280,male,3-5 days old
DGRP_Line_287_Female_SAMN09738349,DGRP Line 287 Female,DGRP_287,female,3-5 days old
DGRP_Line_287_Female_SAMN09738348,DGRP Line 287 Female,DGRP_287,female,3-5 days old
DGRP_Line_287_Male_SAMN09738347,DGRP Line 287 Male,DGRP_287,male,3-5 days old
DGRP_Line_303_Female_SAMN09738341,DGRP Line 303 Female,DGRP_303,female,3-5 days old
DGRP_Line_303_Male_SAMN09738338,DGRP Line 303 Male,DGRP_303,male,3-5 days old
DGRP_Line_304_Female_SAMN09738337,DGRP Line 304 Female,DGRP_304,female,3-5 days old
DGRP_Line_304_Male_SAMN09738334,DGRP Line 304 Male,DGRP_304,male,3-5 days old
DGRP_Line_306_Male_SAMN09738378,DGRP Line 306 Male,DGRP_306,male,3-5 days old
DGRP_Line_309_Female_SAMN09738377,DGRP Line 309 Female,DGRP_309,female,3-5 days old
DGRP_Line_309_Female_SAMN09738376,DGRP Line 309 Female,DGRP_309,female,3-5 days old
DGRP_Line_31_Female_SAMN09738373,DGRP Line 31 Female,DGRP_31,female,3-5 days old
DGRP_Line_31_Male_SAMN09738371,DGRP Line 31 Male,DGRP_31,male,3-5 days old
DGRP_Line_31_Male_SAMN09738370,DGRP Line 31 Male,DGRP_31,male,3-5 days old
DGRP_Line_310_Female_SAMN09738368,DGRP Line 310 Female,DGRP_310,female,3-5 days old
DGRP_Line_313_Male_SAMN09738363,DGRP Line 313 Male,DGRP_313,male,3-5 days old
DGRP_Line_315_Female_SAMN09738361,DGRP Line 315 Female,DGRP_315,female,3-5 days old
DGRP_Line_317_Female_SAMN09738405,DGRP Line 317 Female,DGRP_317,female,3-5 days old
DGRP_Line_318_Female_SAMN09738402,DGRP Line 318 Female,DGRP_318,female,3-5 days old
DGRP_Line_318_Female_SAMN09738401,DGRP Line 318 Female,DGRP_318,female,3-5 days old
DGRP_Line_318_Male_SAMN09738400,DGRP Line 318 Male,DGRP_318,male,3-5 days old
DGRP_Line_319_Male_SAMN09738418,DGRP Line 319 Male,DGRP_319,male,3-5 days old
DGRP_Line_321_Female_SAMN09738654,DGRP Line 321 Female,DGRP_321,female,3-5 days old
DGRP_Line_321_Female_SAMN09738653,DGRP Line 321 Female,DGRP_321,female,3-5 days old
DGRP_Line_325_Female_SAMN09738645,DGRP Line 325 Female,DGRP_325,female,3-5 days old
DGRP_Line_325_Male_SAMN09738644,DGRP Line 325 Male,DGRP_325,male,3-5 days old
DGRP_Line_325_Male_SAMN09738447,DGRP Line 325 Male,DGRP_325,male,3-5 days old
DGRP_Line_332_Female_SAMN09738445,DGRP Line 332 Female,DGRP_332,female,3-5 days old
DGRP_Line_335_Female_SAMN09738442,DGRP Line 335 Female,DGRP_335,female,3-5 days old
DGRP_Line_336_Female_SAMN09738307,DGRP Line 336 Female,DGRP_336,female,3-5 days old
DGRP_Line_336_Male_SAMN09738246,DGRP Line 336 Male,DGRP_336,male,3-5 days old
DGRP_Line_338_Female_SAMN09738306,DGRP Line 338 Female,DGRP_338,female,3-5 days old
DGRP_Line_338_Male_SAMN09738304,DGRP Line 338 Male,DGRP_338,male,3-5 days old
DGRP_Line_340_Female_SAMN09738303,DGRP Line 340 Female,DGRP_340,female,3-5 days old
DGRP_Line_340_Male_SAMN09738300,DGRP Line 340 Male,DGRP_340,male,3-5 days old
DGRP_Line_348_Male_SAMN09738296,DGRP Line 348 Male,DGRP_348,male,3-5 days old
DGRP_Line_350_Female_SAMN09738295,DGRP Line 350 Female,DGRP_350,female,3-5 days old
DGRP_Line_352_Female_SAMN09738291,DGRP Line 352 Female,DGRP_352,female,3-5 days old
DGRP_Line_354_Male_SAMN09738284,DGRP Line 354 Male,DGRP_354,male,3-5 days old
DGRP_Line_354_Male_SAMN09738283,DGRP Line 354 Male,DGRP_354,male,3-5 days old
DGRP_Line_355_Male_SAMN09738331,DGRP Line 355 Male,DGRP_355,male,3-5 days old
DGRP_Line_355_Male_SAMN09738330,DGRP Line 355 Male,DGRP_355,male,3-5 days old
DGRP_Line_359_Male_SAMN09738316,DGRP Line 359 Male,DGRP_359,male,3-5 days old
DGRP_Line_359_Male_SAMN09738315,DGRP Line 359 Male,DGRP_359,male,3-5 days old
DGRP_Line_360_Female_SAMN09738314,DGRP Line 360 Female,DGRP_360,female,3-5 days old
DGRP_Line_360_Female_SAMN09738313,DGRP Line 360 Female,DGRP_360,female,3-5 days old
DGRP_Line_360_Male_SAMN09738311,DGRP Line 360 Male,DGRP_360,male,3-5 days old
DGRP_Line_362_Male_SAMN09738219,DGRP Line 362 Male,DGRP_362,male,3-5 days old
DGRP_Line_365_Male_SAMN09738281,DGRP Line 365 Male,DGRP_365,male,3-5 days old
DGRP_Line_365_Male_SAMN09738280,DGRP Line 365 Male,DGRP_365,male,3-5 days old
DGRP_Line_370_Male_SAMN09738270,DGRP Line 370 Male,DGRP_370,male,3-5 days old
DGRP_Line_371_Female_SAMN09738269,DGRP Line 371 Female,DGRP_371,female,3-5 days old
DGRP_Line_371_Female_SAMN09738268,DGRP Line 371 Female,DGRP_371,female,3-5 days old
DGRP_Line_373_Female_SAMN09738262,DGRP Line 373 Female,DGRP_373,female,3-5 days old
DGRP_Line_374_Female_SAMN09738257,DGRP Line 374 Female,DGRP_374,female,3-5 days old
DGRP_Line_374_Female_SAMN09738255,DGRP Line 374 Female,DGRP_374,female,3-5 days old
DGRP_Line_374_Male_SAMN09738253,DGRP Line 374 Male,DGRP_374,male,3-5 days old
DGRP_Line_377_Female_SAMN09738182,DGRP Line 377 Female,DGRP_377,female,3-5 days old
DGRP_Line_377_Male_SAMN09738152,DGRP Line 377 Male,DGRP_377,male,3-5 days old
DGRP_Line_379_Female_SAMN09738150,DGRP Line 379 Female,DGRP_379,female,3-5 days old
DGRP_Line_379_Male_SAMN09738147,DGRP Line 379 Male,DGRP_379,male,3-5 days old
DGRP_Line_38_Female_SAMN09738146,DGRP Line 38 Female,DGRP_38,female,3-5 days old
DGRP_Line_38_Male_SAMN09738143,DGRP Line 38 Male,DGRP_38,male,3-5 days old
DGRP_Line_380_Female_SAMN09738142,DGRP Line 380 Female,DGRP_380,female,3-5 days old
DGRP_Line_381_Female_SAMN09738215,DGRP Line 381 Female,DGRP_381,female,3-5 days old
DGRP_Line_381_Male_SAMN09738213,DGRP Line 381 Male,DGRP_381,male,3-5 days old
DGRP_Line_382_Male_SAMN09738208,DGRP Line 382 Male,DGRP_382,male,3-5 days old
DGRP_Line_385_Male_SAMN09738196,DGRP Line 385 Male,DGRP_385,male,3-5 days old
DGRP_Line_386_Female_SAMN09738195,DGRP Line 386 Female,DGRP_386,female,3-5 days old
DGRP_Line_386_Female_SAMN09738194,DGRP Line 386 Female,DGRP_386,female,3-5 days old
DGRP_Line_390_Female_SAMN09738199,DGRP Line 390 Female,DGRP_390,female,3-5 days old
DGRP_Line_391_Female_SAMN09738239,DGRP Line 391 Female,DGRP_391,female,3-5 days old
DGRP_Line_392_Female_SAMN09738235,DGRP Line 392 Female,DGRP_392,female,3-5 days old
DGRP_Line_397_Female_SAMN09738228,DGRP Line 397 Female,DGRP_397,female,3-5 days old
DGRP_Line_399_Male_SAMN09738221,DGRP Line 399 Male,DGRP_399,male,3-5 days old
DGRP_Line_399_Male_SAMN09738097,DGRP Line 399 Male,DGRP_399,male,3-5 days old
DGRP_Line_40_Female_SAMN09738096,DGRP Line 40 Female,DGRP_40,female,3-5 days old
DGRP_Line_40_Female_SAMN09738139,DGRP Line 40 Female,DGRP_40,female,3-5 days old
DGRP_Line_405_Female_SAMN09738136,DGRP Line 405 Female,DGRP_405,female,3-5 days old
DGRP_Line_405_Male_SAMN09738134,DGRP Line 405 Male,DGRP_405,male,3-5 days old
DGRP_Line_406_Female_SAMN09738131,DGRP Line 406 Female,DGRP_406,female,3-5 days old
DGRP_Line_406_Male_SAMN09738129,DGRP Line 406 Male,DGRP_406,male,3-5 days old
DGRP_Line_409_Female_SAMN09738127,DGRP Line 409 Female,DGRP_409,female,3-5 days old
DGRP_Line_41_Male_SAMN09738121,DGRP Line 41 Male,DGRP_41,male,3-5 days old
DGRP_Line_42_Female_SAMN09738119,DGRP Line 42 Female,DGRP_42,female,3-5 days old
DGRP_Line_427_Male_SAMN09738748,DGRP Line 427 Male,DGRP_427,male,3-5 days old
DGRP_Line_437_Male_SAMN09738744,DGRP Line 437 Male,DGRP_437,male,3-5 days old
DGRP_Line_439_Male_SAMN09738740,DGRP Line 439 Male,DGRP_439,male,3-5 days old
DGRP_Line_440_Female_SAMN09738738,DGRP Line 440 Female,DGRP_440,female,3-5 days old
DGRP_Line_441_Male_SAMN09738732,DGRP Line 441 Male,DGRP_441,male,3-5 days old
DGRP_Line_461_Female_SAMN09738757,DGRP Line 461 Female,DGRP_461,female,3-5 days old
DGRP_Line_461_Male_SAMN09738117,DGRP Line 461 Male,DGRP_461,male,3-5 days old
DGRP_Line_48_Female_SAMN09738115,DGRP Line 48 Female,DGRP_48,female,3-5 days old
DGRP_Line_49_Male_SAMN09738106,DGRP Line 49 Male,DGRP_49,male,3-5 days old
DGRP_Line_502_Male_SAMN09738805,DGRP Line 502 Male,DGRP_502,male,3-5 days old
DGRP_Line_505_Female_SAMN09738802,DGRP Line 505 Female,DGRP_505,female,3-5 days old
DGRP_Line_508_Male_SAMN09738797,DGRP Line 508 Male,DGRP_508,male,3-5 days old
DGRP_Line_509_Female_SAMN09738795,DGRP Line 509 Female,DGRP_509,female,3-5 days old
DGRP_Line_513_Female_SAMN09738835,DGRP Line 513 Female,DGRP_513,female,3-5 days old
DGRP_Line_513_Female_SAMN09738834,DGRP Line 513 Female,DGRP_513,female,3-5 days old
DGRP_Line_513_Male_SAMN09738832,DGRP Line 513 Male,DGRP_513,male,3-5 days old
DGRP_Line_528_Female_SAMN09738826,DGRP Line 528 Female,DGRP_528,female,3-5 days old
DGRP_Line_530_Female_SAMN09738822,DGRP Line 530 Female,DGRP_530,female,3-5 days old
DGRP_Line_531_Female_SAMN09738819,DGRP Line 531 Female,DGRP_531,female,3-5 days old
DGRP_Line_531_Male_SAMN09738817,DGRP Line 531 Male,DGRP_531,male,3-5 days old
DGRP_Line_535_Female_SAMN09738864,DGRP Line 535 Female,DGRP_535,female,3-5 days old
DGRP_Line_555_Male_SAMN09738854,DGRP Line 555 Male,DGRP_555,male,3-5 days old
DGRP_Line_563_Female_SAMN09738848,DGRP Line 563 Female,DGRP_563,female,3-5 days old
DGRP_Line_563_Male_SAMN09738846,DGRP Line 563 Male,DGRP_563,male,3-5 days old
DGRP_Line_566_Female_SAMN09738844,DGRP Line 566 Female,DGRP_566,female,3-5 days old
DGRP_Line_57_Female_SAMN09738840,DGRP Line 57 Female,DGRP_57,female,3-5 days old
DGRP_Line_57_Male_SAMN09738839,DGRP Line 57 Male,DGRP_57,male,3-5 days old
DGRP_Line_584_Female_SAMN09738836,DGRP Line 584 Female,DGRP_584,female,3-5 days old
DGRP_Line_584_Male_SAMN09738892,DGRP Line 584 Male,DGRP_584,male,3-5 days old
DGRP_Line_59_Female_SAMN09738907,DGRP Line 59 Female,DGRP_59,female,3-5 days old
DGRP_Line_595_Male_SAMN09738902,DGRP Line 595 Male,DGRP_595,male,3-5 days old
DGRP_Line_596_Female_SAMN09738899,DGRP Line 596 Female,DGRP_596,female,3-5 days old
DGRP_Line_596_Male_SAMN09738897,DGRP Line 596 Male,DGRP_596,male,3-5 days old
DGRP_Line_630_Male_SAMN09738940,DGRP Line 630 Male,DGRP_630,male,3-5 days old
DGRP_Line_634_Female_SAMN09738938,DGRP Line 634 Female,DGRP_634,female,3-5 days old
DGRP_Line_634_Male_SAMN09738936,DGRP Line 634 Male,DGRP_634,male,3-5 days old
DGRP_Line_642_Male_SAMN09738885,DGRP Line 642 Male,DGRP_642,male,3-5 days old
DGRP_Line_69_Male_SAMN09738882,DGRP Line 69 Male,DGRP_69,male,3-5 days old
DGRP_Line_69_Male_SAMN09738881,DGRP Line 69 Male,DGRP_69,male,3-5 days old
DGRP_Line_703_Female_SAMN09738879,DGRP Line 703 Female,DGRP_703,female,3-5 days old
DGRP_Line_707_Female_SAMN09738871,DGRP Line 707 Female,DGRP_707,female,3-5 days old
DGRP_Line_721_Female_SAMN09738925,DGRP Line 721 Female,DGRP_721,female,3-5 days old
DGRP_Line_721_Male_SAMN09738929,DGRP Line 721 Male,DGRP_721,male,3-5 days old
DGRP_Line_727_Female_SAMN09738926,DGRP Line 727 Female,DGRP_727,female,3-5 days old
DGRP_Line_727_Male_SAMN09738923,DGRP Line 727 Male,DGRP_727,male,3-5 days old
DGRP_Line_73_Female_SAMN09738920,DGRP Line 73 Female,DGRP_73,female,3-5 days old
DGRP_Line_730_Male_SAMN09738968,DGRP Line 730 Male,DGRP_730,male,3-5 days old
DGRP_Line_732_Female_SAMN09738965,DGRP Line 732 Female,DGRP_732,female,3-5 days old
DGRP_Line_737_Male_SAMN09738960,DGRP Line 737 Male,DGRP_737,male,3-5 days old
DGRP_Line_737_Male_SAMN09738959,DGRP Line 737 Male,DGRP_737,male,3-5 days old
DGRP_Line_738_Female_SAMN09738958,DGRP Line 738 Female,DGRP_738,female,3-5 days old
DGRP_Line_738_Male_SAMN09739053,DGRP Line 738 Male,DGRP_738,male,3-5 days old
DGRP_Line_748_Male_SAMN09739050,DGRP Line 748 Male,DGRP_748,male,3-5 days old
DGRP_Line_75_Female_SAMN09739048,DGRP Line 75 Female,DGRP_75,female,3-5 days old
DGRP_Line_757_Male_SAMN09739042,DGRP Line 757 Male,DGRP_757,male,3-5 days old
DGRP_Line_761_Female_SAMN09739040,DGRP Line 761 Female,DGRP_761,female,3-5 days old
DGRP_Line_765_Female_SAMN09739035,DGRP Line 765 Female,DGRP_765,female,3-5 days old
DGRP_Line_776_Female_SAMN09739091,DGRP Line 776 Female,DGRP_776,female,3-5 days old
DGRP_Line_776_Male_SAMN09739088,DGRP Line 776 Male,DGRP_776,male,3-5 days old
DGRP_Line_783_Female_SAMN09739086,DGRP Line 783 Female,DGRP_783,female,3-5 days old
DGRP_Line_783_Male_SAMN09739084,DGRP Line 783 Male,DGRP_783,male,3-5 days old
DGRP_Line_786_Female_SAMN09739082,DGRP Line 786 Female,DGRP_786,female,3-5 days old
DGRP_Line_787_Female_SAMN09739078,DGRP Line 787 Female,DGRP_787,female,3-5 days old
DGRP_Line_801_Female_SAMN09739122,DGRP Line 801 Female,DGRP_801,female,3-5 days old
DGRP_Line_802_Male_SAMN09739017,DGRP Line 802 Male,DGRP_802,male,3-5 days old
DGRP_Line_804_Female_SAMN09739013,DGRP Line 804 Female,DGRP_804,female,3-5 days old
DGRP_Line_805_Female_SAMN09739010,DGRP Line 805 Female,DGRP_805,female,3-5 days old
DGRP_Line_810_Male_SAMN09739068,DGRP Line 810 Male,DGRP_810,male,3-5 days old
DGRP_Line_810_Male_SAMN09739067,DGRP Line 810 Male,DGRP_810,male,3-5 days old
DGRP_Line_812_Male_SAMN09739063,DGRP Line 812 Male,DGRP_812,male,3-5 days old
DGRP_Line_818_Male_SAMN09739059,DGRP Line 818 Male,DGRP_818,male,3-5 days old
DGRP_Line_819_Female_SAMN09739057,DGRP Line 819 Female,DGRP_819,female,3-5 days old
DGRP_Line_820_Male_SAMN09738954,DGRP Line 820 Male,DGRP_820,male,3-5 days old
DGRP_Line_821_Male_SAMN09738953,DGRP Line 821 Male,DGRP_821,male,3-5 days old
DGRP_Line_821_Male_SAMN09738952,DGRP Line 821 Male,DGRP_821,male,3-5 days old
DGRP_Line_822_Female_SAMN09738947,DGRP Line 822 Female,DGRP_822,female,3-5 days old
DGRP_Line_822_Male_SAMN09738946,DGRP Line 822 Male,DGRP_822,male,3-5 days old
DGRP_Line_832_Female_SAMN09738996,DGRP Line 832 Female,DGRP_832,female,3-5 days old
DGRP_Line_837_Male_SAMN09738990,DGRP Line 837 Male,DGRP_837,male,3-5 days old
DGRP_Line_849_Female_SAMN09738985,DGRP Line 849 Female,DGRP_849,female,3-5 days old
DGRP_Line_849_Male_SAMN09738983,DGRP Line 849 Male,DGRP_849,male,3-5 days old
DGRP_Line_849_Male_SAMN09738982,DGRP Line 849 Male,DGRP_849,male,3-5 days old
DGRP_Line_850_Female_SAMN09738977,DGRP Line 850 Female,DGRP_850,female,3-5 days old
DGRP_Line_850_Male_SAMN09738974,DGRP Line 850 Male,DGRP_850,male,3-5 days old
DGRP_Line_853_Female_SAMN09739033,DGRP Line 853 Female,DGRP_853,female,3-5 days old
DGRP_Line_855_Female_SAMN09739028,DGRP Line 855 Female,DGRP_855,female,3-5 days old
DGRP_Line_855_Male_SAMN09739027,DGRP Line 855 Male,DGRP_855,male,3-5 days old
DGRP_Line_855_Male_SAMN09739026,DGRP Line 855 Male,DGRP_855,male,3-5 days old
DGRP_Line_857_Male_SAMN09739022,DGRP Line 857 Male,DGRP_857,male,3-5 days old
DGRP_Line_861_Female_SAMN09739021,DGRP Line 861 Female,DGRP_861,female,3-5 days old
DGRP_Line_88_Male_SAMN09739114,DGRP Line 88 Male,DGRP_88,male,3-5 days old
DGRP_Line_88_Male_SAMN09739113,DGRP Line 88 Male,DGRP_88,male,3-5 days old
DGRP_Line_882_Male_SAMN09739110,DGRP Line 882 Male,DGRP_882,male,3-5 days old
DGRP_Line_884_Female_SAMN09739108,DGRP Line 884 Female,DGRP_884,female,3-5 days old
DGRP_Line_884_Male_SAMN09739107,DGRP Line 884 Male,DGRP_884,male,3-5 days old
DGRP_Line_884_Male_SAMN09739106,DGRP Line 884 Male,DGRP_884,male,3-5 days old
DGRP_Line_890_Female_SAMN09739103,DGRP Line 890 Female,DGRP_890,female,3-5 days old
DGRP_Line_897_Female_SAMN09739155,DGRP Line 897 Female,DGRP_897,female,3-5 days old
DGRP_Line_900_Female_SAMN09739151,DGRP Line 900 Female,DGRP_900,female,3-5 days old
DGRP_Line_900_Male_SAMN09739149,DGRP Line 900 Male,DGRP_900,male,3-5 days old
DGRP_Line_900_Male_SAMN09739148,DGRP Line 900 Male,DGRP_900,male,3-5 days old
DGRP_Line_908_Female_SAMN09739143,DGRP Line 908 Female,DGRP_908,female,3-5 days old
DGRP_Line_908_Female_SAMN09739142,DGRP Line 908 Female,DGRP_908,female,3-5 days old
DGRP_Line_91_Male_SAMN09739136,DGRP Line 91 Male,DGRP_91,male,3-5 days old
DGRP_Line_911_Female_SAMN09739134,DGRP Line 911 Female,DGRP_911,female,3-5 days old
DGRP_Line_911_Male_SAMN09739132,DGRP Line 911 Male,DGRP_911,male,3-5 days old
DGRP_Line_913_Female_SAMN09739130,DGRP Line 913 Female,DGRP_913,female,3-5 days old
DGRP_Line_913_Male_SAMN09739128,DGRP Line 913 Male,DGRP_913,male,3-5 days old
DGRP_Line_93_Female_SAMN09739163,DGRP Line 93 Female,DGRP_93,female,3-5 days old
DGRP_Line_551_Male_SAMN09738858,DGRP Line 551 Male,DGRP_551,male,3-5 days old
